time,th_buy_vol_total,th_sell_vol_total,th_total_vol,th_buy_trades_count,th_sell_trades_count,th_trades_count_total,th_open,th_high,th_low,th_close,th_range,th_body,th_body_ratio,th_direction,th_close_pos_in_range,th_buy_wall_pct,th_buy_wall_avg_size,th_buy_wall_min_size,th_sell_wall_pct,th_sell_wall_avg_size,th_sell_wall_min_size,th_buy_near_high_pct,th_sell_near_low_pct,th_buy_top_price_avg,th_sell_low_price_avg,th_delta_vol,th_delta_ratio,th_count_imbalance,th_duration_sec,th_trades_per_sec,th_max_gap_ms,th_vwap_trades,th_no_trades_flag,th_side_inferred_flag,th_partial_first_flag,symbol
2025-08-31,13.269000000000002,23.425999999999995,36.69499999999999,356,256,612,108780.6,108821.7,108766.7,108774.3,55.0,6.30000000000291,0.11454545454342482,-1,0.13818181817941164,46.58225939810217,0.5619090909090909,0.308,49.86766840050083,1.4602499999999998,0.638,99.99999999246364,99.99999999573123,108821.7,108767.0,-10.156999999999993,-0.27679520369868377,0.16339869281019054,45.363,13.491171218834733,3139.0,108795.85031996743,0,0,0,BTCUSDT
2025-08-31 20:56:00,2.709,0.9710000000000001,3.68,44,44,88,109065.1,109071.1,109061.0,109062.5,10.10000000000582,2.6000000000058208,0.2574257425491977,-1,0.14851485147035848,53.22997414055741,0.7210000000000001,0.542,34.80947473243102,0.16899999999999998,0.154,99.99999996308601,99.9999998970134,109071.1,109061.2,1.738,0.47228260856731447,0.0,47.528,1.851540144756775,5206.0,109064.97768775407,0,0,0,BTCUSDT
2025-09-01 22:17:00,16.766,2.6950000000000003,19.461,259,40,299,107894.0,107937.2,107894.0,107937.2,43.19999999999709,43.19999999999709,0.999999999976852,1,0.999999999976852,36.32351186709272,0.76125,0.517,38.25602967040593,0.5155000000000001,0.514,99.99999999403555,99.99999996289425,107937.2,107894.0,14.070999999999998,0.7230358151830308,0.7324414715694567,14.581,20.506138124957136,1325.0,107921.6097164626,0,0,0,BTCUSDT
2025-09-01 22:19:00,201.012,1.2080000000000002,202.22,1209,48,1257,107994.0,108062.6,107990.3,108028.6,72.30000000000291,34.60000000000582,0.4785615490944103,1,0.5297372060784458,47.46134559107188,2.57845945945946,1.093,24.999999979304636,0.15100000000000002,0.135,99.99999999950252,99.99999991721855,108060.78918918918,107990.3,199.804,0.9880526159579268,0.9236276849634657,14.788,85.00135244793076,1395.0,108039.26631585385,0,0,0,BTCUSDT
2025-09-01 22:19:00,205.828,4.651,210.479,1291,90,1381,107990.6,108062.6,107982.0,108028.6,80.60000000000582,38.0,0.4714640198452331,1,0.578163771705016,47.33418193808747,2.498128205128206,1.0,36.14276498900392,0.5603333333333333,0.374,99.99999999951416,99.99999997849925,108060.71282051281,107982.0,201.177,0.9558055672967098,0.8696596669074079,29.031,47.569839137473735,1395.0,108037.23751011722,0,0,0,BTCUSDT
2025-09-02 05:16:00,3.366,2.2029999999999994,5.568999999999999,98,30,128,110101.1,110126.4,110101.1,110112.5,25.29999999998836,11.39999999999418,0.45059288535766134,1,0.45059288535766134,35.44266190272054,0.39766666666666667,0.243,20.108942342211105,0.443,0.443,99.99999997029114,99.99999995460736,110126.36666666665,110101.1,1.1630000000000007,0.20883462018157053,0.5312499999958497,7.895,16.212792906903104,1524.0,110111.1985437042,0,0,0,BTCUSDT
2025-09-03 20:36:00,0.901,7.2189999999999985,8.12,66,103,169,112069.6,112070.1,112040.1,112056.4,30.0,13.200000000011642,0.43999999998572137,-1,0.5433333333148341,70.58823521577332,0.318,0.191,35.226485657954505,0.63575,0.384,99.99999988901222,99.99999998614767,112070.1,112040.1,-6.317999999999999,-0.7780788176381676,-0.2189349112413081,46.427,3.640123204169987,8455.0,112061.70529408105,0,0,0,BTCUSDT
