time,start_ms,start_iso,open,high,low,close,volume,vwap,bb_mid,bb_up,bb_low,bb_width,bb_status,bb_score,vwap_status,vwap_dist_pct,vwap_score,ema_5,ema_12,ema_21,rsi,ema_dist_pct,ema_score,ema_status,ema_pair_abs_diff_12_21,ema_pair_spread_pct_12_21,ema_pair_score_12_21,ema_pair_status_12_21,ema_dist_pct_21,ema_score_21,ema_status_21,ema_pair_abs_diff,ema_pair_spread_pct,ema_pair_score,ema_pair_status,candle_pattern
2025-08-22 22:41:00+00:00,1755902460000,2025-08-22T22:41:00+00:00,116555.6,116555.7,116522.7,116522.7,20.31600000000001,116623.88405122352,116628.06000000001,116730.31144302161,116525.80855697842,0.17534621260371824,BREAK_DOWN,103.04011062001592,VWAP > CLOSE,0.09,99.91,116558.81458162643,116591.70076796509,116614.25909868539,37.88326664412665,0.08,99.92,EMA > CLOSE,22.558331,0.02,22.558331,FAST_BELOW_SLOW,0.08,99.92,EMA > CLOSE,22.558331,0.02,22.558331,FAST_BELOW_SLOW,RED
2025-08-22 22:41:30+00:00,1755902490000,2025-08-22T22:41:30+00:00,116522.7,116554.8,116522.7,116554.7,17.22999999999996,116620.3450195919,116621.14499999999,116723.59979930191,116518.69020069807,0.17570535652333433,LOWER_HALF,64.852989272066,VWAP > CLOSE,0.06,99.94,116557.44305441763,116586.00834212429,116608.84463516854,44.02154312206503,0.05,99.95,EMA > CLOSE,22.836293,0.02,22.836293,FAST_BELOW_SLOW,0.05,99.95,EMA > CLOSE,22.836293,0.02,22.836293,FAST_BELOW_SLOW,BULLISH_ENGULFING
2025-08-22 22:42:00+00:00,1755902520000,2025-08-22T22:42:00+00:00,116554.7,116588.1,116554.7,116588.1,8.316,116619.43616729486,116615.01999999999,116709.7030417762,116520.33695822378,0.16238567171914958,LOWER_HALF,28.43170170177547,VWAP > CLOSE,0.03,99.97,116567.66203627843,116586.33013564363,116606.95875924412,49.61778255157139,0.02,100.0,EMA > CLOSE,20.628624,0.02,20.628624,FAST_BELOW_SLOW,0.02,100.0,EMA > CLOSE,20.628624,0.02,20.628624,FAST_BELOW_SLOW,GREEN
2025-08-22 22:42:30+00:00,1755902550000,2025-08-22T22:42:30+00:00,116588.0,116591.9,116588.0,116591.8,2.3389999999999986,116619.26703619194,116610.075,116698.5589392206,116521.59106077939,0.15176036756790517,LOWER_HALF,20.653465658239508,VWAP > CLOSE,0.02,99.98,116575.70802418563,116587.17165323692,116605.58069022193,50.21158719184099,0.01,100.0,EMA > CLOSE,18.409037,0.02,18.409037,FAST_BELOW_SLOW,0.01,100.0,EMA > CLOSE,18.409037,0.02,18.409037,FAST_BELOW_SLOW,GREEN
2025-08-22 22:43:00+00:00,1755902580000,2025-08-22T22:43:00+00:00,116591.8,116605.4,116591.8,116602.2,12.052999999999985,116618.69656717822,116606.10500000001,116688.29746863306,116523.91253136696,0.14097455469084708,LOWER_HALF,4.751043574862641,VWAP > CLOSE,0.01,100.0,116584.53868279043,116589.48370658509,116605.2733547472,51.92667656022556,0.0,100.0,EMA > CLOSE,15.789648,0.01,15.789648,FAST_BELOW_SLOW,0.0,100.0,EMA > CLOSE,15.789648,0.01,15.789648,FAST_BELOW_SLOW,GREEN
2025-08-22 22:43:30+00:00,1755902610000,2025-08-22T22:43:30+00:00,116602.2,116618.7,116602.2,116618.7,7.778000000000016,116618.59455301508,116605.62000000002,116687.39392249366,116523.84607750639,0.1402572577439023,UPPER_HALF,15.995319291443359,VWAP = CROSSOVER,0.0,100.0,116595.92578852696,116593.97852095662,116606.49395886109,54.59882659348002,0.01,100.0,EMA = CROSSOVER,12.515438,0.01,12.515438,FAST_BELOW_SLOW,0.01,100.0,EMA = CROSSOVER,12.515438,0.01,12.515438,FAST_BELOW_SLOW,GREEN
2025-08-22 22:44:00+00:00,1755902640000,2025-08-22T22:44:00+00:00,116618.7,116626.5,116618.6,116626.5,1.5849999999999975,116618.61441742122,116604.87000000002,116685.58210813749,116524.15789186256,0.13843694202045653,UPPER_HALF,26.7989530928344,VWAP < CLOSE,0.01,100.0,116606.11719235132,116598.98182542482,116608.31268987371,55.848222912123035,0.02,100.0,EMA < CLOSE,9.330864,0.01,9.330864,FAST_BELOW_SLOW,0.02,100.0,EMA < CLOSE,9.330864,0.01,9.330864,FAST_BELOW_SLOW,GREEN
2025-08-22 22:44:30+00:00,1755902670000,2025-08-22T22:44:30+00:00,116626.4,116626.6,116626.4,116626.6,0.7300000000000003,116618.62813562191,116603.05,116679.99032752721,116526.1096724728,0.1319696655056711,UPPER_HALF,30.608135885128036,VWAP < CLOSE,0.01,100.0,116612.94479490089,116603.23077535947,116609.97517261247,55.86499188398473,0.01,100.0,EMA < CLOSE,6.744397,0.01,6.744397,FAST_BELOW_SLOW,0.01,100.0,EMA < CLOSE,6.744397,0.01,6.744397,FAST_BELOW_SLOW,GREEN
2025-08-22 22:45:00+00:00,1755902700000,2025-08-22T22:45:00+00:00,116626.6,116645.6,116626.5,116645.5,6.0059999999999905,116618.91721786387,116602.17,116676.70801982876,116527.63198017124,0.1278501417748234,UPPER_HALF,58.1314074341127,VWAP < CLOSE,0.02,99.98,116623.79652993393,116609.73373299648,116613.20470237498,59.03200217684169,0.03,99.97,EMA < CLOSE,3.470969,0.0,3.470969,FAST_BELOW_SLOW,0.03,99.97,EMA < CLOSE,3.470969,0.0,3.470969,FAST_BELOW_SLOW,GREEN
2025-08-22 22:45:30+00:00,1755902730000,2025-08-22T22:45:30+00:00,116645.6,116671.0,116645.5,116671.0,8.006000000000007,116619.71858796365,116606.86499999999,116686.17172796172,116527.55827203827,0.1360241148095773,UPPER_HALF,80.86955753733666,VWAP < CLOSE,0.04,99.96,116639.53101995596,116619.15931253548,116618.45882034088,62.90013721485702,0.05,99.95,EMA < CLOSE,0.700492,0.0,0.700492,EMA FAST = CROSSOVER,0.05,99.95,EMA < CLOSE,0.700492,0.0,0.700492,EMA FAST = CROSSOVER,GREEN
2025-08-22 22:46:00+00:00,1755902760000,2025-08-22T22:46:00+00:00,116671.3,116697.2,116671.2,116697.2,9.587999999999983,116621.20128510232,116609.045,116695.44984882225,116522.64015117775,0.14819579188260568,BREAK_UP,102.0255242634678,VWAP < CLOSE,0.07,99.93,116658.75401330399,116631.1655721454,116625.6171094008,66.40943330333937,0.06,99.94,EMA < CLOSE,5.548463,0.0,5.548463,FAST_ABOVE_SLOW,0.06,99.94,EMA < CLOSE,5.548463,0.0,5.548463,FAST_ABOVE_SLOW,GREEN
2025-08-22 22:46:30+00:00,1755902790000,2025-08-22T22:46:30+00:00,116697.2,116729.3,116697.2,116729.2,18.76200000000003,116625.14033380843,116612.82999999999,116712.33220299066,116513.32779700932,0.17065395461317354,BREAK_UP,116.95218447665083,VWAP < CLOSE,0.09,99.91,116682.23600886934,116646.24779181535,116635.0337358189,70.12624755059585,0.08,99.92,EMA < CLOSE,11.214056,0.01,11.214056,FAST_ABOVE_SLOW,0.08,99.92,EMA < CLOSE,11.214056,0.01,11.214056,FAST_ABOVE_SLOW,GREEN
2025-08-22 22:47:00+00:00,1755902820000,2025-08-22T22:47:00+00:00,116729.3,116745.1,116729.2,116745.1,6.201999999999996,116626.65347904756,116617.93000000001,116732.4396694607,116503.42033053932,0.19638432865459182,BREAK_UP,111.05612355611684,VWAP < CLOSE,0.1,99.9,116703.19067257957,116661.45582384376,116645.03975983537,71.79615962111336,0.09,99.91,EMA < CLOSE,16.416064,0.01,16.416064,FAST_ABOVE_SLOW,0.09,99.91,EMA < CLOSE,16.416064,0.01,16.416064,FAST_ABOVE_SLOW,GREEN
2025-08-22 22:47:30+00:00,1755902850000,2025-08-22T22:47:30+00:00,116745.0,116745.1,116722.9,116722.9,12.396999999999984,116629.31728045699,116621.925,116744.91550166578,116498.93449833423,0.21092174848901213,UPPER_HALF,82.09983586730935,VWAP < CLOSE,0.08,99.92,116709.76044838638,116670.90877402163,116652.1179634867,66.22948617624976,0.06,99.94,EMA < CLOSE,18.790811,0.02,18.790811,FAST_ABOVE_SLOW,0.06,99.94,EMA < CLOSE,18.790811,0.02,18.790811,FAST_ABOVE_SLOW,BEARISH_ENGULFING
2025-08-22 22:48:00+00:00,1755902880000,2025-08-22T22:48:00+00:00,116722.9,116723.0,116710.8,116710.8,9.293000000000005,116630.93430238117,116626.19000000002,116755.1516206474,116497.22837935263,0.22115379169530863,UPPER_HALF,65.60866680745167,VWAP < CLOSE,0.07,99.93,116710.10696559094,116677.0458857106,116657.4526940788,63.3465528613906,0.05,99.95,EMA < CLOSE,19.593192,0.02,19.593192,FAST_ABOVE_SLOW,0.05,99.95,EMA < CLOSE,19.593192,0.02,19.593192,FAST_ABOVE_SLOW,RED
2025-08-22 22:48:30+00:00,1755902910000,2025-08-22T22:48:30+00:00,116710.8,116710.9,116710.8,116710.8,3.220999999999999,116631.45434550078,116633.4,116764.33792422367,116502.46207577632,0.22452903580565345,UPPER_HALF,59.111980321146916,VWAP < CLOSE,0.07,99.93,116710.33797706064,116682.2388263705,116662.30244916254,63.3465528613906,0.04,99.96,EMA < CLOSE,19.936377,0.02,19.936377,FAST_ABOVE_SLOW,0.04,99.96,EMA < CLOSE,19.936377,0.02,19.936377,FAST_ABOVE_SLOW,SHOOTING_STAR
2025-08-22 22:49:00+00:00,1755902940000,2025-08-22T22:49:00+00:00,116710.8,116710.9,116710.8,116710.8,5.658999999999998,116632.35180378439,116638.755,116773.11187514976,116504.39812485025,0.2303811887391141,UPPER_HALF,53.622116411762455,VWAP < CLOSE,0.07,99.93,116710.4919847071,116686.63285308273,116666.71131742049,63.3465528613906,0.04,99.96,EMA < CLOSE,19.921536,0.02,19.921536,FAST_ABOVE_SLOW,0.04,99.96,EMA < CLOSE,19.921536,0.02,19.921536,FAST_ABOVE_SLOW,SHOOTING_STAR
2025-08-22 22:49:30+00:00,1755902970000,2025-08-22T22:49:30+00:00,116710.9,116720.5,116707.8,116707.9,9.53099999999999,116633.84135281594,116644.68500000001,116780.25106175593,116509.1189382441,0.23244275854646745,UPPER_HALF,46.6304023154444,VWAP < CLOSE,0.06,99.94,116709.62798980474,116689.90472183924,116670.45574310953,62.53175384055029,0.03,99.97,EMA < CLOSE,19.448979,0.02,19.448979,FAST_ABOVE_SLOW,0.03,99.97,EMA < CLOSE,19.448979,0.02,19.448979,FAST_ABOVE_SLOW,SHOOTING_STAR
2025-08-22 22:50:00+00:00,1755903000000,2025-08-22T22:50:00+00:00,116707.8,116707.9,116696.5,116696.6,6.291000000000004,116634.65145956354,116651.73500000002,116782.6210309583,116520.84896904173,0.2244047736765878,UPPER_HALF,34.277913136739464,VWAP < CLOSE,0.05,99.95,116705.2853265365,116690.93476463319,116672.83249373593,59.32944701476158,0.02,99.98,EMA < CLOSE,18.102271,0.02,18.102271,FAST_ABOVE_SLOW,0.02,99.98,EMA < CLOSE,18.102271,0.02,18.102271,FAST_ABOVE_SLOW,RED
2025-08-22 22:50:30+00:00,1755903030000,2025-08-22T22:50:30+00:00,116696.6,116696.6,116680.4,116680.5,12.726999999999999,116635.88263766035,116657.98000000001,116781.64183889955,116534.31816110047,0.21200750930119172,UPPER_HALF,18.210953516791815,VWAP < CLOSE,0.04,99.96,116697.02355102434,116689.32941622808,116673.52953975993,55.00715936984068,0.01,100.0,EMA < CLOSE,15.799876,0.01,15.799876,FAST_ABOVE_SLOW,0.01,100.0,EMA < CLOSE,15.799876,0.01,15.799876,FAST_ABOVE_SLOW,RED
2025-08-22 22:51:00+00:00,1755903060000,2025-08-22T22:51:00+00:00,116680.4,116680.5,116662.8,116664.6,11.920999999999994,116636.61899189343,116665.07500000003,116772.0307081227,116558.11929187736,0.1833551439840358,LOWER_HALF,0.4441090693793385,VWAP < CLOSE,0.02,99.98,116686.2157006829,116685.52489065452,116672.71776341811,51.051593684478995,0.01,100.0,EMA = CROSSUNDER,12.807127,0.01,12.807127,FAST_ABOVE_SLOW,0.01,100.0,EMA = CROSSUNDER,12.807127,0.01,12.807127,FAST_ABOVE_SLOW,RED
2025-08-22 22:51:30+00:00,1755903090000,2025-08-22T22:51:30+00:00,116664.5,116664.6,116664.5,116664.5,1.7949999999999995,116636.71130326434,116670.56500000002,116764.81202170375,116576.31797829628,0.1615609244777952,LOWER_HALF,6.435216615185567,VWAP < CLOSE,0.02,99.98,116678.9771337886,116682.29029209228,116671.97069401646,51.02674091609114,0.01,100.0,EMA > CLOSE,10.319598,0.01,10.319598,FAST_ABOVE_SLOW,0.01,100.0,EMA > CLOSE,10.319598,0.01,10.319598,FAST_ABOVE_SLOW,SHOOTING_STAR
2025-08-22 22:52:00+00:00,1755903120000,2025-08-22T22:52:00+00:00,116664.5,116695.7,116664.5,116695.7,4.131999999999995,116637.0783872222,116675.94499999999,116762.73775257777,116589.15224742221,0.14877574392524137,UPPER_HALF,22.76111704411957,VWAP < CLOSE,0.05,99.95,116684.55142252575,116684.35332407808,116674.12790365132,57.911219976720375,0.02,100.0,EMA = CROSSOVER,10.22542,0.01,10.22542,FAST_ABOVE_SLOW,0.02,100.0,EMA = CROSSOVER,10.22542,0.01,10.22542,FAST_ABOVE_SLOW,GREEN
2025-08-22 22:52:30+00:00,1755903150000,2025-08-22T22:52:30+00:00,116695.7,116703.3,116695.7,116703.2,1.662999999999998,116637.27135097003,116681.51500000001,116759.88191329913,116603.1480867009,0.13432618405600907,UPPER_HALF,27.67111665773893,VWAP < CLOSE,0.06,99.94,116690.76761501718,116687.25281268146,116676.7708215012,59.38912254129242,0.02,99.98,EMA < CLOSE,10.481991,0.01,10.481991,FAST_ABOVE_SLOW,0.02,99.98,EMA < CLOSE,10.481991,0.01,10.481991,FAST_ABOVE_SLOW,GREEN
2025-08-22 22:53:00+00:00,1755903180000,2025-08-22T22:53:00+00:00,116703.3,116703.3,116703.2,116703.2,6.108999999999998,116637.99780085332,116686.56499999999,116756.3878981068,116616.74210189318,0.11967598516043317,UPPER_HALF,23.824562501861973,VWAP < CLOSE,0.06,99.94,116694.9117433448,116689.70622611509,116679.173474092,59.38912254129242,0.02,99.98,EMA < CLOSE,10.532752,0.01,10.532752,FAST_ABOVE_SLOW,0.02,99.98,EMA < CLOSE,10.532752,0.01,10.532752,FAST_ABOVE_SLOW,BEARISH_ENGULFING
2025-08-22 22:53:30+00:00,1755903210000,2025-08-22T22:53:30+00:00,116703.2,116703.3,116703.2,116703.3,1.821999999999999,116638.21148490088,116690.795,116753.55283536768,116628.03716463232,0.10756261514488771,UPPER_HALF,19.92579878958457,VWAP < CLOSE,0.06,99.94,116697.70782889653,116691.79757594352,116681.36679462908,59.41116165829416,0.02,100.0,EMA < CLOSE,10.430781,0.01,10.430781,FAST_ABOVE_SLOW,0.02,100.0,EMA < CLOSE,10.430781,0.01,10.430781,FAST_ABOVE_SLOW,BULLISH_ENGULFING
2025-08-22 22:54:00+00:00,1755903240000,2025-08-22T22:54:00+00:00,116703.2,116703.3,116691.6,116691.7,6.281,116638.85120880071,116694.05500000001,116749.45743586739,116638.65256413263,0.09495331337552335,LOWER_HALF,4.250715628574014,VWAP < CLOSE,0.05,99.95,116695.70521926435,116691.78256425989,116682.30617693553,55.63913413722469,0.01,100.0,EMA < CLOSE,9.476387,0.01,9.476387,FAST_ABOVE_SLOW,0.01,100.0,EMA < CLOSE,9.476387,0.01,9.476387,FAST_ABOVE_SLOW,BEARISH_ENGULFING
2025-08-22 22:54:30+00:00,1755903270000,2025-08-22T22:54:30+00:00,116691.7,116691.7,116691.6,116691.6,0.7570000000000001,116638.92210820499,116697.30500000001,116743.33053530425,116651.27946469576,0.07888020259635789,LOWER_HALF,12.395293096207196,VWAP < CLOSE,0.05,99.95,116694.3368128429,116691.75447745068,116683.15106994138,55.60635798605638,0.01,100.0,EMA < CLOSE,8.603408,0.01,8.603408,FAST_ABOVE_SLOW,0.01,100.0,EMA < CLOSE,8.603408,0.01,8.603408,FAST_ABOVE_SLOW,RED
2025-08-22 22:55:00+00:00,1755903300000,2025-08-22T22:55:00+00:00,116691.6,116691.7,116691.6,116691.7,0.3340000000000001,116638.95334932924,116699.61500000002,116739.1945035346,116660.03549646544,0.06783142092556174,LOWER_HALF,19.997724309980207,VWAP < CLOSE,0.05,99.95,116693.4578752286,116691.74609630441,116683.92824540124,55.63450339878721,0.01,100.0,EMA < CLOSE,7.817851,0.01,7.817851,FAST_ABOVE_SLOW,0.01,100.0,EMA < CLOSE,7.817851,0.01,7.817851,FAST_ABOVE_SLOW,BULLISH_ENGULFING
